id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53620565,Short North Villager,138699406,Lee,,Near North/University,39.97876,-83.01349,Entire home/apt,200,2,27,2022-11-27,2.24,1,174,27,2021-3585
53625215,The Discovery House 2 - Downtown,26958698,Benjamin,,Downtown,39.96306,-82.98383,Entire home/apt,188,1,15,2022-10-23,1.17,115,354,12,2021-2962
53644673,The Short North Retreat IV - Free Parking,194281106,Nicole,,Near North/University,39.981705,-83.00412,Entire home/apt,108,2,74,2022-12-01,5.84,24,333,72,2021-2998
53674183,Modern APT in the Heart  of Downtown!,307751337,Empowered,,Downtown,39.96669,-82.99268,Entire home/apt,98,2,2,2021-12-18,0.16,1,0,0,2019-1690
53675320,Private Room in Loft Apartment with Great Views!,111908867,Chris,,Near North/University,40.01213,-82.99808,Private room,78,1,1,2022-10-30,0.50,4,353,1,2021-3473
53713600,Walkable | Private Yard | Fireplaces Throughout,33615979,Charlotte,,Near North/University,39.97998,-83.0109,Entire home/apt,441,2,32,2022-12-18,2.70,4,75,32,2021-2732
53720861,Charming Month Stay🪴2BR | 2BA in Short North🪴,435089524,Jay,,Near North/University,39.98005,-83.00151,Entire home/apt,109,30,2,2022-08-30,0.36,1,89,2,
53731136,Rare Rooftop Penthouse Loft in Arena District,183666543,Cody,,Downtown,39.96726,-83.00452,Entire home/apt,99,30,2,2022-11-28,0.46,1,183,2,
53747917,Sun Room in Loft Apartment with Great Views!,111908867,Chris,,Near North/University,40.01325,-82.99869,Private room,85,1,2,2022-04-30,0.24,4,353,2,2021-3473
53762975,"Upscale. 4BR/4BA. Gazebo, Kitchen. TV in each Room",392702716,Bianca,,Near South,39.95136,-82.97424,Entire home/apt,469,2,9,2022-07-24,0.81,2,364,9,2019-1936
53768739,"Cute 2BD Home near Children's, Downtown, German V.",166091102,Brian,,Near South,39.94689,-82.97478,Entire home/apt,89,1,68,2022-12-18,5.47,2,153,67,2021-3394
53771054,The Franklinton Modern Farmhouse,52174539,Kate & Nat,,Franklinton,39.95555,-83.02255,Entire home/apt,110,30,3,2022-07-18,0.33,27,108,3,2022-1808
53784081,Large Townhome | Washer + Dryer,8963103,Sarah,,Near South,39.95274,-82.99361,Entire home/apt,204,1,4,2022-10-09,0.51,29,63,4,2021-2805
53785202,Large Private Yard | Hot Tub | Chefs Kitchen,33615979,Charlotte,,Near North/University,39.97863,-83.01206,Entire home/apt,700,2,42,2022-12-10,3.61,4,74,42,2021-2732
53790665,Elegant Modern Carriage House in German Village,47313696,Remo,,Near South,39.94159,-82.99389,Entire home/apt,149,2,22,2022-12-04,2.12,1,364,22,2021-3337
53799913,Welcome home! 2 bedroom apartment,435789076,Brittany,,Clintonville,40.04207,-83.01859,Entire home/apt,107,3,37,2022-12-09,3.26,1,243,37,2021-3619
53816272,Luxurious Cozy Escape in Short North! FREE PARKING,347877199,Aamna,,Near North/University,39.98335,-83.0039,Entire home/apt,78,1,80,2022-12-11,6.40,3,76,79,2021-7682
53824957,Short North Stay Near Breweries/OSU! FREE PARKING,347877199,Aamna,,Near North/University,39.98344,-83.0055,Entire home/apt,92,1,84,2022-12-19,6.72,3,63,83,2021-6790
53827913,Stately Executive Home with Modern Amenities,177205580,Adrian,,Near East,39.95997,-82.97676,Entire home/apt,224,2,22,2022-12-19,2.21,6,166,22,2021-3128
53829441,"▷No.2◁ OSU Med Center, Downtown, Short North, etc.",217660325,Jin,,Near North/University,39.99285,-83.00846,Entire home/apt,897,2,4,2022-10-23,1.03,54,347,4,2021-3562
53831524,5 Minutes to Downtown/Walk to Franklin Park!,70253628,Evonne,,Near East,39.96797,-82.96472,Entire home/apt,127,2,18,2022-12-18,4.66,1,87,18,2022-1885
53890083,Top Floor Condo - Heart of Short North,7484487,Christophe,,Near North/University,39.98453,-83.00504,Entire home/apt,125,30,2,2022-10-16,0.32,1,167,2,2022-1697
53900007,Lovely 1-bdrm condo with free parking on premises,405328059,Hugh,,Westland,39.96677,-83.15526,Entire home/apt,90,7,4,2022-10-21,0.38,1,335,4,2021-5782
53907907,"LUCY ROOM near OSU Medical center, Downtown, etc.",217660325,Jin,,Near North/University,39.99094,-83.0094,Private room,44,2,12,2022-11-03,1.09,54,63,12,2021-3561
53908151,"LAURIE ROOM near OSU Medical Center, Downtown, etc",217660325,Jin,,Near North/University,39.99244,-83.00808,Private room,41,2,22,2022-10-23,1.85,54,91,22,2021-3561
53908282,Modern Pet Friendly Home in Olde Towne East,218759526,Rosaria,,Near East,39.96084,-82.96415,Entire home/apt,100,1,61,2022-12-10,4.93,2,357,59,2019-1940
53908546,"LEAH ROOM on OSU Medical Center,Downtown..",217660325,Jin,,Near North/University,39.99281,-83.00928,Private room,43,2,9,2022-10-23,1.08,54,63,9,2021-3561
53913276,"LILY ROOM near OSU Hospital,Downtown,Short North",217660325,Jin,,Near North/University,39.99293,-83.00776,Private room,33,2,23,2022-11-22,1.92,54,40,23,2021-3571
53913488,"GRACE ROOM near OSU Med Center, Downtown, etc.",217660325,Jin,,Near North/University,39.99119,-83.00953,Private room,39,2,14,2022-10-23,1.16,54,57,14,2021-3561
53913677,"GWEN ROOM near OSU Hospital, Downtown, Short North",217660325,Jin,,Near North/University,39.99275,-83.00927,Private room,42,2,13,2022-08-29,1.29,54,63,13,2021-3561
53921356,Modern Townhouse Few Minute Walk To Nightlife,26958698,Benjamin,,Near North/University,39.98348,-83.00131,Entire home/apt,127,1,48,2022-12-03,3.92,115,364,47,2021-2965
53922071,"1st RED ROOM near OSU Med Center, Downtown, etc",217660325,Jin,,Near North/University,39.99072,-83.00992,Private room,42,2,13,2022-08-11,1.10,54,63,13,2021-3562
53933527,Housepitality - The Juliet - Prime Location,26958698,Benjamin,,Near North/University,39.98099,-83.00757,Entire home/apt,125,1,19,2022-11-15,2.17,115,360,19,2022-1321
53943296,Charming Victorian Home | Close to OSU & Downtown,78923300,Jonathon,,Near North/University,39.9803,-83.0147,Entire home/apt,141,2,18,2022-11-05,1.81,3,266,18,2022-1097
53949305,Woodland Park Villa - 2 BR Home Close to Downtown,165232727,McDaniel Management,,Near East,39.97236,-82.962,Entire home/apt,75,5,6,2022-03-06,0.54,4,0,6,2021-3584
53952510,"2nd TOUCH OF GREY Near OSU Med Center, Downtown",217660325,Jin,,Near North/University,39.99249,-83.00841,Private room,43,2,7,2022-08-18,0.58,54,62,7,2021-3562
53966237,Modern Spacious 2.5  BR - Short North!,26958698,Benjamin,,Near North/University,39.98249,-83.0011,Entire home/apt,122,1,55,2022-12-18,4.53,115,364,55,2021-2964
53968162,"Pet Friendly 2 BD, Stylish Townhome-588 Miller",174256511,Nicholas,,Near East,39.955,-82.96101,Entire home/apt,75,2,14,2022-11-27,1.28,33,365,14,2022-2873
53968184,"▶︎No.1◀︎ OSU Med Center, Downtown, Short North",217660325,Jin,,Near North/University,39.99255,-83.01009,Entire home/apt,874,2,4,2022-11-27,1.04,54,337,4,2021-3561
53969983,Centrally Located 2 Bedroom Home With an Office,347660271,Breezeway Homes,,Near South,39.93382,-82.9823,Entire home/apt,75,30,5,2022-09-26,0.62,3,359,5,2022-1132
54005053,Cozy Short North Loft - Best Location,403687886,Shan,,Downtown,39.97421,-83.00265,Entire home/apt,97,1,109,2022-12-19,9.08,5,156,109,2022-3290
54037331,LOVELY *NEW* GERMAN VILLAGE RETREAT IN PRIME LOCATION,158439641,GH Hospitality,,Near South,39.94837,-82.996,Entire home/apt,218,2,40,2022-12-11,3.46,75,353,40,2021-2255
54040715,"3rd WHITE near OSU Medical Center ,downtown",217660325,Jin,,Near North/University,39.99286,-83.00812,Private room,42,2,11,2022-07-28,1.03,54,63,11,2021-3562
54043341,Cozy place in the short north just off high street,228223872,Eric,,Near North/University,39.98308,-83.01022,Entire home/apt,55,1,1,2022-12-12,1,3,85,1,2022-8761
54055500,LOVELY 6BR HOME ON OSU CAMPUS l FREE PARKING,158439641,GH Hospitality,,Near North/University,39.99798,-82.99698,Entire home/apt,187,2,29,2022-12-20,2.46,75,354,29,2021-3383
54090527,Linwood Living - Minutes from Downtown,345450411,Evan,,Near East,39.95967,-82.96416,Entire home/apt,70,2,67,2022-10-02,5.88,14,160,67,2022-1409
54090537,Cheerful 2 Bedroom.  Entire Home. Sleeps 6.,42066546,Christine,,Clintonville,40.04703,-83.01023,Entire home/apt,160,1,23,2022-12-01,2.37,1,361,23,2022-1209
54095281,CHARMING 2BR IN GERMAN VILLAGE W/ FREE PARKING,158439641,GH Hospitality,,Near South,39.93768,-82.98531,Entire home/apt,93,2,23,2022-12-07,2.10,75,360,23,2022-1288
54122981,The Goodale Park Flat,52174539,Kate & Nat,,Near North/University,39.97867,-83.00737,Entire home/apt,85,1,24,2022-05-27,2.22,27,15,24,2022-1255
54129224,"2nd SKY RM Close to OSU Medical Center, Downtown",217660325,Jin,,Near North/University,39.99281,-83.00916,Private room,42,2,14,2022-11-13,1.29,54,67,14,2021-3562
54137255,*NEW* Cozy Olde Town East 1 BD Apartment,438888053,April,,Near East,39.95916,-82.96995,Entire home/apt,110,1,29,2022-12-15,9.26,1,169,29,2022-2438
54174690,NYE | Downtown | Parking | Backyard | King Bed,439225766,Holly,,Franklinton,39.9588,-83.02435,Entire home/apt,117,2,15,2022-11-26,1.62,1,89,15,2021-3532
54179015,Cozy Stay in Eccentric Clintonville,142888446,Alexandrea,,Clintonville,40.02873,-83.02353,Entire home/apt,149,1,37,2022-09-03,3.64,1,211,37,2022-1199
54181696,"NEW! Victorian Apt, 1 1/2 Mi to Baseball Stadium!",121719854,Evolve,,Near North/University,39.9859,-83.012,Entire home/apt,130,2,7,2022-10-02,0.84,17,360,7,2022-1213
54186330,Modern Apartment in Prime Location (ID8151X06),263502162,Landing,,Far Northwest,40.09656,-83.08252,Entire home/apt,106,30,0,,,24,357,0,
54194034,Stylish Columbus Apt - Walk to Goodale Park!,121719854,Evolve,,Near North/University,39.97458,-83.01071,Entire home/apt,96,2,13,2022-12-04,1.57,17,0,13,2022-1216
54194039,"Columbus Apt w/ Gas Grill, 1 1/2 Mi to Dtwn!",121719854,Evolve,,Downtown,39.97313,-83.0092,Entire home/apt,86,2,8,2022-12-11,1.00,17,356,8,2022-1215
54194046,NEW! Updated Columbus Guest House: Walk to Dining!,121719854,Evolve,,Near North/University,39.9877,-83.01062,Entire home/apt,114,2,12,2022-10-10,1.30,17,359,12,2022-1220
54194049,Columbus Apt - Walk to the Convention Center!,121719854,Evolve,,Near North/University,39.97377,-83.00922,Entire home/apt,86,2,8,2022-10-23,0.89,17,359,8,2022-1217
54194207,"NEW! Apt w/ Smart TV, 1/2 Mi to North Market Dtwn!",121719854,Evolve,,Downtown,39.97329,-83.00845,Entire home/apt,86,2,15,2022-11-27,1.71,17,360,15,2022-1212
54194208,NEW! Apt w/ Sunroom & Smart TVs - Walk to Lake!,121719854,Evolve,,Near North/University,39.98599,-83.01031,Entire home/apt,101,2,9,2022-11-06,1.12,17,364,9,2022-1218
54195695,Luxury High Street Flat - Private Parking!!!,194281106,Nicole,,Near North/University,39.981979,-83.004311,Entire home/apt,88,1,56,2022-12-21,4.96,24,140,56,2021-3046
54229081,Short North | King Bed | Free CrossFit Gym Access,58530447,Ryan,,Near North/University,39.9896,-83.0063,Entire home/apt,90,1,103,2022-12-26,9.28,1,341,103,2022-1126
54282384,Lion's Lair in Historic German Village Brick Home,24083540,Ria,,Near South,39.93912,-82.99189,Entire home/apt,114,1,72,2022-11-27,6.92,2,160,72,2019-1234
54289595,Trendy 2BR Apt w/ Balcony ♜ Two Blocks to High St,235497311,Marc (TailwindSTR),,Near North/University,40.01709,-83.00977,Entire home/apt,95,1,47,2022-12-18,4.73,48,78,47,2019-2091
54289694,Soho Campus Hub 🔺 Wifi / Kitchen / Roku TV,235497311,Marc (TailwindSTR),,Near North/University,39.99639,-83.00362,Entire home/apt,62,1,35,2022-12-22,4.59,48,63,35,2022-2158
54301921,Classic 2BR Duplex ✵ Office + High-Speed Internet,235497311,Marc (TailwindSTR),,Near South,39.93082,-82.98787,Entire home/apt,95,1,34,2022-12-24,3.48,48,80,34,2022-2608
54301924,Central NY Loft-Style Apt ♛ 1BR ♛ Steps to High St,235497311,Marc (TailwindSTR),,Near North/University,40.01765,-83.01104,Entire home/apt,93,1,43,2022-12-14,4.54,48,81,43,2019-2091
54306012,Modern Charmer,440476849,Benjamin,,Clintonville,40.05386,-83.02351,Entire home/apt,267,1,62,2022-12-20,5.71,1,243,62,2022-1206
54308356,Bright + Updated Ohio State Apt with Free Parking,325932974,Evan,,Near North/University,40.01381,-83.00952,Entire home/apt,82,1,61,2022-12-22,6.27,24,81,61,2022-1024
54308956,Urban Explorer's 1 Bed  • Easy Parking by High St,325932974,Evan,,Near North/University,40.01584,-83.00807,Entire home/apt,82,1,39,2022-12-17,4.03,24,80,39,2022-1025
54318604,Cozy & Well-Equipped 1BR | New Kitchen + Workspace,325932974,Evan,,Near North/University,40.01419,-83.00785,Entire home/apt,82,1,38,2022-11-27,3.90,24,81,38,2022-1026
54318762,"The Minimalist's🪴 1BR | Parking Spot, Wifi",325932974,Evan,,Near North/University,40.01443,-83.00829,Entire home/apt,82,1,33,2022-12-10,3.59,24,75,33,2022-1027
54320371,Downtown Luxury Studio Apartment,104317092,Kateresa,,Downtown,39.95874,-83.00014,Entire home/apt,800,1,3,2022-06-12,0.32,1,365,3,2022-1234
54339453,★Best of Airbnb★  Parkview Pueblo • A+ Location!,90103906,StayCare Columbus,,North Linden,40.02077,-82.99131,Entire home/apt,100,2,33,2022-11-24,3.08,4,49,33,2021-3625
54342430,⚘NEW - Modern 3 Bedroom Townhome,68906275,Aba,,Near East,39.95742,-82.96583,Entire home/apt,152,1,17,2022-11-27,1.53,1,363,17,2022-2344
54342467,Feel Like Home Rental |3 BR|3-King Size Beds| 2BA!,440916844,Akin,,North Linden,40.02446,-82.95692,Entire home/apt,92,30,1,2022-10-28,0.48,1,361,1,
54372339,"Amazing 1-BR Apt, Near Downtown-Free Parking-Gym",7488244,The Rose Group,,Near North/University,39.9871,-83.00167,Entire home/apt,106,2,11,2022-03-18,0.99,2,0,11,2021-1484
54377136,2 Bedroom Near Franklin Park,270995554,Joshua,,Near East,39.96,-82.95889,Entire home/apt,151,1,17,2022-12-21,2.63,1,77,17,2022-1622
54380390,Cheerful 2BR Home near SHORT NORTH with Garage,1502816,Mark,,South Linden,39.98945,-82.97694,Entire home/apt,89,1,49,2022-11-25,4.31,4,174,49,2021-2005
54395884,Charming Home Near Historic German Village,29351349,Zach And Emily,,Near South,39.94499,-82.98566,Entire home/apt,351,2,10,2022-11-13,0.90,2,9,10,2022-1028
54397455,Cheerful Room in a Large Centrally Located Home,48511914,Santoria,,Near East,39.97539,-82.96584,Private room,39,14,1,2022-05-20,0.13,6,328,1,2021-2471
54404156,Exposed Brick 3 Bedroom - 5 minutes from downtown,60225705,Aziza,,Near East,39.95664,-82.96738,Entire home/apt,157,1,46,2022-11-11,4.74,1,346,46,2022-1283
54404562,Boutique studio with full kitchen in short north,66480503,Will,,Near North/University,39.98087,-83.00305,Entire home/apt,146,2,14,2022-10-22,1.27,7,365,14,2019-4327
510791613469681976,BEAUTIFUL HOME / KING SUITE / WALK TO UNIVERSITY,24862813,Alan,,Near North/University,39.98621,-83.00344,Entire home/apt,335,2,38,2022-12-11,3.23,1,291,38,2021-3622
513747620405653448,Comfy 2BR: by Airport OSU downtown Arena District,239636585,Raimeca,,Eastland/Brice,39.92576,-82.89059,Entire home/apt,100,3,6,2022-05-09,0.48,2,361,5,2022-1675
516572264154121274,Farmhouse Living in the Heart of the City,37618289,Carrie,,Far Northwest,40.091297,-83.054367,Entire home/apt,109,30,2,2022-08-31,0.27,2,361,2,
517689727497327207,Historic Renovated True Loft House—German Village,116400313,Nate,,Near South,39.940258,-82.993141,Entire home/apt,186,2,11,2022-11-26,1.06,26,180,11,2021-2792
519069024181227635,1bd Apt Perfect for Travel Nurses & monthly stays.,29122447,Jeff,,Near South,39.93105,-82.99466,Entire home/apt,82,2,20,2022-12-22,1.88,2,365,20,2022-1009
519639073681859527,Historic Patio Loft—CONVENTION CENTER/SHORT NORTH,116400313,Nate,,Near North/University,39.974667,-83.003471,Entire home/apt,126,2,21,2022-11-25,1.98,26,93,21,2021-2794
536953660100196491,Light Bright Of Downtown|free parking|balcony,168776178,Khari,,Near North/University,39.98789,-83.00147,Entire home/apt,116,1,47,2022-12-11,4.04,3,180,47,2021-0251
538332863792259552,"Welcoming 1BD/1BA Apt by Downtown, German Village",29122447,Jeff,,Near South,39.93144,-82.99484,Entire home/apt,92,3,13,2022-11-27,1.62,2,360,13,2022-1008
539055439120471577,"Entire Townhome with Cozy Feel, Updated Kitchen",328454562,Matthew,,Eastmoor/Walnut Ridge,39.95839,-82.92138,Entire home/apt,95,1,23,2022-12-03,2.36,1,80,23,2022-1277
539754827623575463,"Cozy 2-bdrm home, Sleeps 6 with off street parking",228902612,Jilian,,South Linden,39.99881,-82.98022,Entire home/apt,60,1,80,2022-12-08,7.04,2,343,80,2021-3259
540380785856758189,Beautiful German village home with a hot tub!,77608838,Lani,,Near South,39.94887,-82.98559,Entire home/apt,300,2,9,2022-12-05,1.44,1,336,9,2022-1516
543402562034830548,Housepitality ~ The Franklinton Inn - Location,26958698,Benjamin,,Franklinton,39.95622,-83.02665,Entire home/apt,89,1,9,2022-11-30,0.86,115,89,9,2021-3167
543477965326139035,Housepitality - The Marienplatz - Free Parking,26958698,Benjamin,,Near South,39.95294,-82.99396,Entire home/apt,93,30,29,2022-11-19,2.61,115,84,29,2021-3486
545399852141397588,OSU and Short North 4 Bedroom w/Patio + Garage+EV,26958698,Benjamin,,Near North/University,39.98783,-83.0088,Entire home/apt,188,1,36,2022-12-19,3.22,115,361,36,2021-3617
545942715326601839,GORGEOUS *NEW* 1BR IN HISTORIC GERMAN VILLAGE l FR,158439641,GH Hospitality,,Near South,39.93824,-82.99085,Entire home/apt,88,2,44,2022-11-27,4.06,75,351,44,2021-2260
548403459413089109,Charming Merion Village 2 Bd • King Bed • Patio ✨,79726776,Payton,,Near South,39.93847,-82.99641,Entire home/apt,82,2,10,2022-09-25,1.73,1,280,10,2022-1492
548410885731127926,Victorian Retreat - Walk to OSU & Short North!,121719854,Evolve,,Near North/University,39.99113,-83.01619,Entire home/apt,228,2,12,2022-12-11,1.15,17,125,12,2021-3514
548450072718440227,*Must See* Cozy & Clean 2 Bedroom Clintonville Gem,83430852,Chase,,Clintonville,40.02303,-83.01882,Entire home/apt,104,1,59,2022-11-27,5.43,4,347,59,2022-1005
549075537368773578,Adorable 1-bedroom with a dedicated workspace,295931621,Emmanuel,,Northland,40.06705,-82.95896,Private room,49,2,15,2022-10-27,1.38,6,354,15,2021-2718
549191433528786979,Cozy 3 bed 2 1/5 bath,296698058,Jozette,,Far South,39.89513,-82.92822,Entire home/apt,130,1,0,,,1,358,0,2022-3322
549773830912727840,🌟The Sound Of Vinyl Suite/Luxury Downtown Stay🌟,390327034,Jordan,,Downtown,39.95689,-82.99507,Entire home/apt,160,1,56,2022-12-03,5.27,6,134,56,2022-2845
550053627731120827,"SARA ROOM Close OSU Medical Ctr,Downtown etc…",217660325,Jin,,Near North/University,39.99065,-83.00841,Private room,44,2,23,2022-11-14,2.16,54,83,23,2022-1124
550096239504082819,Powell 3 bed 2 bath quick access to i270 and Zoo,442558795,Angelo,,Far Northwest,40.13385,-83.07702,Entire home/apt,170,30,27,2022-12-27,3.08,2,0,27,2022-1191
550105100990883244,Polaris 3 bed 2.5 bath + quick access i71 & i270,442558795,Angelo,,Far North,40.147,-83.00018,Entire home/apt,156,30,37,2022-12-23,3.75,2,361,37,2022-1190
550166894815507727,"SOPHIA ROOM near OSU Medical Ctr, Downtown, etc",217660325,Jin,,Near North/University,39.99186,-83.00936,Private room,43,2,14,2022-10-03,1.27,54,89,14,2022-1124
550189325637415717,"GREEN ROOM Close to OSU Med Ctr, Downtown, etc.",217660325,Jin,,Near North/University,39.99222,-83.00962,Private room,45,2,16,2022-12-27,1.58,54,76,16,2021-3562
550616586583528651,"●House on KING● OSU Med Center, Dwtn, Short North",217826846,Sky,,Near North/University,39.9898,-83.00961,Entire home/apt,413,2,20,2022-11-14,1.88,2,90,20,2021-3563
551149877202371768,"SHARON ROOM  OSU Med Ctr, Downtown, Short north",217660325,Jin,,Near North/University,39.99211,-83.00846,Private room,44,2,15,2022-11-20,1.90,54,63,15,2022-1124
551368888647677569,"Designer, modern, remodeled German Village house",9522516,Alejandro,,Near South,39.94795,-82.99088,Entire home/apt,189,2,5,2022-11-13,0.53,1,0,5,2022-1258
551543920987937446,Short North-walk to nightlife & Convention Center,26958698,Benjamin,,Near North/University,39.98016,-83.00053,Entire home/apt,106,1,18,2022-12-04,1.69,115,365,18,2021-2966
551546755772475810,Perfect Fit 2 BR Apt - Minutes from Downtown!,26958698,Benjamin,,Near South,39.94831,-82.98717,Entire home/apt,109,1,36,2022-11-27,3.31,115,362,36,2021-2967
551551785446441404,Short North Brand New with Full Kitchen and pool,393117160,D And T Properties,,Near North/University,39.98672,-82.99491,Entire home/apt,79,30,12,2022-10-22,1.16,1,179,12,2021-1533
551929952698774031,"SUNNY ROOM OSU Med Ctr, Downtown, Short North",217660325,Jin,,Near North/University,39.99231,-83.00917,Private room,43,2,15,2022-09-26,1.45,54,90,15,2022-1124
552118994962557636,Hidden Gem! Luxury Condo w/ Pool FREE PARKING| OSU,367060583,Savvy Housing,,Northwest,40.05402,-83.03505,Entire home/apt,102,1,11,2022-04-30,1.02,1,0,11,2019-1693
552336619317127661,Cheerful 2-bedroom Home with Free On-Site Parking,63784636,Chris,,Franklinton,39.95089,-83.02759,Entire home/apt,75,1,49,2022-12-19,4.93,5,62,49,2021-2616
552382262969163100,Entire 3 bedroom Clintonville Home Next to OSU!,134455319,Joe,,Near North/University,40.01287,-83.00622,Entire home/apt,85,2,21,2022-11-27,2.02,2,102,21,2021-3589
552631248262373044,Cheerful Spacious Condo in Olde Towne East,105433925,Fitumi,,Near East,39.96469,-82.96853,Entire home/apt,250,5,9,2022-11-17,0.85,13,180,9,2021-3327
552735657029813866,LOVELY *NEW* 4BR IN OLDE TOWN EAST l FREE PARKING,158439641,GH Hospitality,,Near East,39.95512,-82.96641,Entire home/apt,140,2,23,2022-11-27,2.16,75,360,23,2021-2258
553569567630656023,Modern Downtown King Bed Suite,57416448,Laila,,Downtown,39.96478,-82.99768,Entire home/apt,219,30,3,2022-10-12,0.30,5,0,3,2022-5719
553624520693975903,Housepitality- The Harrison Mansion - A+ Location,26958698,Benjamin,,Near North/University,39.98455,-83.01435,Entire home/apt,219,1,32,2022-11-20,3.09,115,178,32,2021-2943
554041087923023992,Modern Apartment in Prime Location (ID6224X61),263502162,Landing,,Downtown,39.95941,-83.0006,Entire home/apt,69,30,0,,,24,362,0,
554300818371063319,"BRAND NEW LUXE 3BR/5BTH-Spacious, Perfect Location",261649006,Alex,,Near North/University,39.98223,-83.0199,Entire home/apt,735,1,65,2022-12-04,6.25,11,237,65,2020-1665
554328076314246097,Entire Condo near Downtown/Franklinton,87368949,Juliana,,Franklinton,39.95541,-83.03533,Entire home/apt,81,1,11,2022-12-26,6.23,4,358,11,2022-3337
554328555329339606,"Hospital Mount Carmel West,Franklinton NEW Condo",87368949,Juliana,,Franklinton,39.95685,-83.03613,Entire home/apt,75,2,20,2022-11-20,3.61,4,271,20,2022-1802
554503426837874518,Beautifully Updated Townhome in German Village!!!,17299124,Katie,,Near South,39.94417,-82.9884,Entire home/apt,184,2,24,2022-11-27,2.31,3,89,24,2022-1170
554881186488761040,Modern Condo Near Children's Hospital/Downtown,17643055,Karen,,Near East,39.96027,-82.96769,Entire home/apt,86,30,3,2022-11-12,0.35,1,364,3,
554933102557894038,Art-filled Cozy One-Bedroom with Backyard Koi Pond,31046276,Mackenzie,,Near North/University,39.9774,-83.00126,Entire home/apt,136,2,16,2022-11-05,1.54,2,164,16,2022-1001
555015394836531070,"“New & cute home”, mins to downtown, OSU & Airport",444727301,Mai,,South Linden,39.98593,-82.9494,Entire home/apt,110,2,28,2022-11-26,2.70,1,365,28,2022-1162
556400586435400447,Welcome to Little Viet Nam-Room H,230401088,Sally,,Near South,39.95213,-82.95403,Private room,36,1,7,2022-11-26,1.28,3,364,7,2021-3472
556487619233901695,Spacious 4 Bedroom Near Downtown,35238659,Daniel,,Near East,39.96892,-82.96499,Entire home/apt,99,6,17,2022-12-10,1.61,1,320,17,2021-3289
556994002815140616,Central Cottage Ranch w/ Pond View & Private Patio,188365764,Ronnie,,Rocky Fork-Blacklick,40.09929,-82.85469,Entire home/apt,115,30,4,2022-11-06,0.48,2,354,4,
557378340093271412,The Carriage House at The Circus House,52174539,Kate & Nat,,Near North/University,39.9771659,-83.0096219,Entire home/apt,203,2,20,2022-12-13,3.11,27,105,20,2022-1246
557867793249370021,Lovely 3-bedroom 1.5 bath condo! Heart of the city,444169375,Maurice,,South Linden,40.0006,-82.97486,Entire home/apt,87,1,1,2022-11-10,0.61,2,208,1,2022-1197
558574284521275239,Llamastay Downtown! Family space w/ parking!,154024886,Misty,,Near East,39.96982,-82.9601,Entire home/apt,296,1,40,2022-11-25,3.83,3,352,40,2021-2319
558789923070345963,Zen Cove-Chic Twnhse (Adults Only) - free parking!,77828439,Lola,,Far East,39.99342,-82.78337,Entire home/apt,164,2,15,2022-12-06,1.67,1,121,15,2022-1361
558796582170253831,Your Lovely Escape near Downtown Columbus,403687886,Shan,,Near East,39.95652,-82.96785,Entire home/apt,103,1,32,2022-12-11,3.01,5,140,32,2022-3290
558845803547656946,Charming 3 bdr! City location! Great parking!,88513934,Ralph,,Hilltop,39.95395,-83.08066,Entire home/apt,125,2,37,2022-12-02,3.72,1,163,37,2021-3488
558846725697017683,H03-Blueberry-Private Room in Shared Home - 1 Bed,441857651,Erika,,Near South,39.94557,-82.97731,Private room,40,1,71,2022-12-21,7.17,20,364,71,2022-3239
559958716514185131,Modern urban oasis/2 bedrooms/free parking/balcony,444447991,Maria,,Near East,39.96339,-82.96452,Entire home/apt,110,1,54,2022-11-20,5.18,1,62,54,2022-5134
560218394681228898,Pet Friendly | FREE Parking | 3 KING Beds | Luxe Home | Short North | Downtown | Near Nationwide & Convention Center (Urbn Jungle),109117484,Sergio,,Near North/University,39.97552,-83.00024,Entire home/apt,129,1,125,2022-12-16,12.02,10,357,125,2021-2511
560636811769108480,"The cozy ""Gaming House""",444723842,Karina,,North Linden,40.02048,-82.97329,Entire home/apt,96,2,16,2022-12-25,1.61,1,86,16,2021-3401
560772478186238641,Luxury Modern Suite Short North/Downtown/OSU/Gym,179436862,Brendan,,Near North/University,39.98657,-83.00177,Entire home/apt,73,1,111,2022-12-15,10.50,1,66,111,2022-1119
560998126433762600,Short North Bunkhouse featuring Local Art & Garden,31046276,Mackenzie,,Near North/University,39.97678,-82.99986,Entire home/apt,233,2,20,2022-11-27,1.93,2,167,20,2022-1002
561646907540506319,The Sunset,295931621,Emmanuel,,Northland,40.06824,-82.96058,Private room,45,2,15,2022-11-26,1.60,6,364,15,2021-2718
562178227941475396,Steps to Short N. & Convention Ctr -Shalom Cottage,445040109,Victoria,,Near North/University,39.98117,-83.00314,Entire home/apt,179,1,36,2022-12-23,3.54,1,359,36,2021-3497
562279580851675220,Modern Urban Oasis- Private backyard with 3 beds,445065340,Luke,,Near South,39.94169,-82.98576,Entire home/apt,177,2,31,2022-12-25,3.68,1,340,31,2022-1590
562871909231487440,The Jungle House -  Downtown  • Short North • Private Parking • Nationwide & Convention Center,109117484,Sergio,,Near North/University,39.97593,-83.01067,Entire home/apt,278,1,4,2022-11-23,0.57,10,353,4,2021-2510
