id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
90676,Short North - Italianate Cottage,483306,Audra & Lacey,,Near North/University,39.98394,-83.00321,Entire home/apt,144,1,625,2022-12-18,4.58,3,168,100,2022-2475
543140,Private queen bedroom 1 - N.Campus,2350409,Edward,,Near North/University,40.01243,-83.00986,Private room,30,7,123,2022-08-29,0.97,3,356,10,2019-1344
591101,The Bellows' Studio Loft  (3rd floor apartment),2889677,Gail,,Near East,39.96086,-82.97968,Private room,100,2,279,2022-12-12,2.21,1,358,28,2019-1230
923248,1 Single Bed in a Shared Coed Dorm at the Hostel,4965048,Mathew,,Near North/University,40.01259,-83.00164,Shared room,37,1,296,2022-12-03,2.47,8,266,42,2019-1314
927867,Full Private Room at the Hostel,4965048,Mathew,,Near North/University,40.01259,-83.00164,Private room,72,1,68,2022-11-27,0.60,8,255,8,2019-1314
1183297,Hannah's Haus**Prime location in German Village**,235498219,Jessica,,Near South,39.95223,-82.99557,Entire home/apt,259,2,58,2022-11-26,3.91,1,159,46,
1217678,Comfortable rooms in Clintonville 1,5707733,Russell And Douglas,,Clintonville,40.03828,-83.01838,Private room,85,1,216,2022-11-27,1.87,2,351,31,2019-2104
1286887,Better than a hotel! German Village,78761,Jeff & Stevo,,Near South,39.947,-82.99074,Entire home/apt,250,3,168,2022-11-28,1.48,1,350,14,2019-1888
1336145,Comfortable rooms in Clintonville 2,5707733,Russell And Douglas,,Clintonville,40.03689,-83.0183,Private room,85,1,165,2022-12-01,1.45,2,325,18,2019-2104
1520102,1 Single Bed in a Shared Coed Dorm at the Hostel,4965048,Mathew,,Near North/University,40.01259,-83.00164,Shared room,41,1,47,2022-09-29,0.43,8,290,2,2019-1314
1763836,Charming 1BR Clintonville Apt,7785489,Nancy,,Near North/University,40.01796,-83.00267,Entire home/apt,90,4,89,2022-11-28,0.80,3,148,6,2019-1275
2134901,Terrific Apt just south of OSU,6466841,Linda,,Near North/University,39.98743,-83.01669,Entire home/apt,180,14,36,2022-09-04,0.33,3,262,1,2019-1846
2172026,Mid-Century Sweet Little Apartment,6466841,Linda,,Near North/University,39.9867,-83.01121,Entire home/apt,140,30,35,2022-11-13,0.32,3,354,1,2019-1847
2196955,Close to OSU and Riverside Hospital (30day min),11043646,Curt,,West Olentangy,40.02356,-83.03218,Private room,30,28,51,2022-12-21,0.62,3,52,1,
2227278,German Village Getaway,11366166,Tina,,Near South,39.94098,-82.98737,Entire home/apt,250,4,3,2017-10-29,0.04,1,353,0,2019-1536
2262958,Great apartment with extra rooms,6466841,Linda,,Near North/University,39.98702,-83.01136,Entire home/apt,160,60,38,2022-07-24,0.37,3,355,1,2019-1848
2349920,Eclectic Short North Escape w/FREE Parking,10776491,Catherine & Bryan,,Near North/University,39.98617,-83.00371,Entire home/apt,205,2,181,2022-10-30,1.68,4,119,28,2019-2361
3193181,LUXURY LIVING on a budget,16184897,Toya,,South Linden,40.0087,-82.97472,Entire home/apt,65,4,153,2022-11-28,1.47,5,162,6,2019-2084
3731977,Relaxation Near Easton - Gym & Theater Room!,18986310,Alissa,,Rocky Fork-Blacklick,40.09093,-82.88549,Private room,60,7,52,2022-11-29,0.57,1,271,7,2019-1826
3940646,The Manor-  3rd FL. Loft Apt. - Close to Downtown,19532241,Tawana,,Near East,39.9659,-82.97557,Entire home/apt,82,1,381,2022-12-04,5.51,1,22,62,2021-2912
3975468,"Serial Entrepreneur-Ship (""S.E.S"")",16184897,Toya,,South Linden,40.00899,-82.97534,Private room,50,1,65,2022-08-01,0.65,5,180,1,2019-2083
4679761,King Private Room at the Hostel,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,84,1,62,2022-11-06,0.78,8,248,7,2019-1314
5297763,"Comfy I, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98879,-83.00255,Entire home/apt,92,1,396,2022-12-09,4.30,12,176,80,2021-3068
5372431,CMH Airport | Easton | No added fees,24503470,Erica,,Northeast,40.01048,-82.92681,Private room,52,2,151,2022-10-17,1.62,2,79,20,2019-3199
5533834,Large Short North House,28695156,Miles,,Near North/University,39.98296,-82.99871,Entire home/apt,308,2,155,2022-11-27,1.63,3,359,10,2019-1841
5820556,Pet Friendly Ext Stay Short North/OSU!,119415,Douglas,,Near North/University,39.98992,-83.00427,Entire home/apt,92,27,161,2022-11-27,1.72,1,270,5,2019-1145
5854666,Nice BD/ off street parking/Shabat,25144683,Yizhar Joe,,Eastmoor/Walnut Ridge,39.96927,-82.92156,Private room,95,2,8,2019-08-11,0.10,1,365,0,
6214751,1 Bedroom Lower Level Apartment,31349526,Bill,,Near East,39.9661,-82.96512,Entire home/apt,157,1,137,2019-05-26,1.48,1,10,0,2019-1524
6391158,"Your  Home in Columbus ,Ohio 43230",33321292,Figen,,Rocky Fork-Blacklick,40.06225,-82.85429,Private room,53,1,187,2022-12-21,2.03,2,364,23,2019-2706
6416756,Your home in Columbus 43230,33321292,Figen,,Rocky Fork-Blacklick,40.06193,-82.85436,Private room,59,1,150,2022-11-26,1.63,2,358,22,2019-2706
6423005,The Perfect Pad All To Yourself,66518998,Carli,,Near North/University,39.97388,-83.00451,Entire home/apt,168,1,239,2022-12-11,2.66,1,332,48,2021-1791
6883920,SERENITY in NW Columbus!,11363908,Brenda And Steven,,Hayden Run,40.06489,-83.11963,Entire home/apt,180,2,55,2022-11-27,0.60,1,286,10,
6924472,Private Secluded 3rd Floor Room by OSU/Short North,24519205,Darrin,,Near North/University,39.992,-83.01084,Private room,32,1,202,2022-12-23,2.35,4,204,103,2019-1235
7061726,"Comfy II, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98695,-83.00125,Entire home/apt,75,1,389,2022-12-19,4.29,12,170,47,2021-3069
7474783,Private Bedroom/Bathroom Close to Downtown,39147286,David,,Near East,39.96281,-82.94999,Private room,66,1,43,2022-12-21,4.76,1,357,43,2021-3126
7564891,Tulsa #3 Nicely Priced Bedroom,39662644,Paul,,Northland,40.06467,-82.98839,Private room,54,30,14,2022-03-14,0.16,10,142,1,
7617016,Tulsa #1 Shared House Master Bedroom,39662644,Paul,,Northland,40.06467,-82.98839,Private room,61,30,14,2022-10-28,0.16,10,311,3,
7637541,Tulsa #4 Nicely Priced Bedroom,39662644,Paul,,Northland,40.06466,-82.98839,Private room,54,30,15,2021-03-28,0.19,10,364,0,
7771588,1BR Apt. on Clintonville Ravine,7785489,Nancy,,Near North/University,40.01904,-83.00172,Entire home/apt,90,3,115,2022-12-04,1.32,3,308,14,2019-1273
7909479,Beautiful condo in downtown,41706311,David,,Downtown,39.96581,-82.99891,Entire home/apt,107,30,27,2015-12-20,0.30,1,365,0,
8507141,"Tulsa #5 Bedroom, large",39662644,Paul,,Northland,40.0615,-82.98872,Private room,54,30,15,2022-01-03,0.26,10,54,1,
8507146,Tulsa #6 Nicely Priced Bedroom,39662644,Paul,,Northland,40.06467,-82.98839,Private room,54,30,18,2022-01-15,0.23,10,363,1,
8578379,Beautiful Olde Towne East Home close to Downtown,44880235,Regan,,Near East,39.96145,-82.97216,Private room,30,1,612,2022-12-19,6.95,2,287,102,2019-1829
8662090,Eclectic Olde Town East-Full Apartment,1583338,Jay & Michael,,Near East,39.96661,-82.96441,Entire home/apt,77,2,165,2022-11-27,1.90,1,89,18,2019-2372
8688424,Fabulous apartment inside beautiful home,35480169,Margaret,,Northwest,40.06366,-83.09885,Entire home/apt,79,2,75,2022-11-28,0.86,1,345,29,2019-2111
8702043,Big 3 Story House Downtown Columbus,28695156,Miles,,Near North/University,39.98382,-83.01635,Entire home/apt,200,2,154,2022-08-14,1.77,3,346,8,2018-1841
8798720,SHORT NORTH STUDIO. 1 minute to HIGH ST.,32818643,Russell,,Near North/University,39.98507,-83.00626,Entire home/apt,740,30,70,2019-01-08,0.80,1,364,0,
9169196,Victorian Home in the Short North Neighborhood,1815644,Amanda,,Near North/University,39.99026,-83.00837,Entire home/apt,240,2,45,2022-11-27,0.61,1,157,12,2019-2063
9213984,Peaceful home in the Dublin area,36990978,Bonnie,,Far Northwest,40.10672,-83.07529,Entire home/apt,160,2,190,2022-12-09,2.20,1,351,27,2019-1500
9403080,"""The Coop""  Near Easton Town Center Columbus, OH",7934201,Robin,,Northland,40.06079,-82.92073,Entire home/apt,102,1,359,2022-12-27,4.68,1,0,81,
9561460,Map Room - Olde Towne/Franklin Park-Historic Home,25656963,Josh,,Near East,39.96028,-82.95052,Private room,55,1,584,2022-12-10,6.83,2,264,98,2019-1868
9616366,Gahanna | CMH Airport | No added fees,24503470,Erica,,Northeast,40.00921,-82.92745,Private room,52,2,150,2022-10-10,1.79,2,79,24,2019-3199
9725156,Peaceful Eco-Friendly Meditator's Home,37196796,Dianne,,North Linden,40.03632,-82.9885,Private room,42,1,29,2022-04-09,0.58,1,72,2,2019-3197
10057188,Unique Spacious German Village Gem,51611845,Chad,,Near South,39.94565,-82.98558,Entire home/apt,400,31,129,2020-04-01,1.54,1,0,0,
10123323,Top Floor Comfy condo ❤ of Short North,2994567,Mark,,Near North/University,39.97459,-83.00314,Entire home/apt,184,2,123,2022-09-18,1.45,5,173,16,2021-3430
10383297,East Columbus Suburbs with private bath,53450563,John,,Far East,40.00027,-82.78248,Private room,41,1,365,2022-12-20,4.34,1,326,97,2022-1435
10520873,The Hangar- Crow's Nest in Short North near OSU,14397907,Bernard,,Near North/University,39.97977,-83.00458,Entire home/apt,145,1,55,2022-11-14,0.72,1,202,4,2019-1062
10613716,Large 4BD/2B 1/2 Duplex near Downtown & OTE,54769683,Annie,,Near East,39.96911,-82.97719,Entire home/apt,104,2,15,2022-12-04,2.62,14,175,15,2022-1758
11047105,Garden Manor Guest House Air BnB,57330981,Al,,Near East,39.96938,-82.97235,Entire home/apt,117,2,187,2022-12-06,2.24,1,148,52,2019-1796
11142752,2 private rooms (queen bed listing),57910238,Marisol,,Northland,40.09852,-82.96423,Private room,50,1,13,2019-03-03,0.16,1,0,0,
11673338,Charming Marble Cliff Area Townhome,61981933,Tammy,,West Scioto,39.98711,-83.06753,Private room,60,1,10,2021-09-19,0.12,2,330,0,2019-3410
11921949,Single room Close to OSU (30 day min),11043646,Curt,,West Olentangy,40.02452,-83.03391,Private room,32,28,48,2022-09-10,0.60,3,113,3,
12143810,Cozy luxury bedroom w/ private bathroom,63285107,Alberto,,Northwest,40.05428,-83.04824,Private room,37,30,309,2022-10-22,3.83,1,0,3,
12191331,Cozy home in Grandview minutes from OSU Campus!,58086298,Spenceton Estates,,West Olentangy,39.98776,-83.02979,Entire home/apt,97,2,16,2022-03-19,1.13,1,0,8,
12631194,"Urban I, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98829,-83.0022,Entire home/apt,81,1,354,2022-12-17,4.52,12,153,63,2021-3067
12737365,Private Bedroom and Bath in Dublin/Hilliard Ohio,3492360,Greg,,Hayden Run,40.0599,-83.11814,Private room,48,1,421,2022-12-19,5.28,1,329,72,2019-1935
12751583,Heart of Olde Towne East Loft,68942337,Brad,,Near East,39.96356,-82.97595,Entire home/apt,271,1,274,2022-07-03,3.45,1,0,1,2019-1401
12755075,Quaint 1920s Townhouse,69289743,Sarah,,Near South,39.92996,-82.99157,Entire home/apt,81,2,148,2022-12-01,1.87,3,365,14,2019-1590
12807651,"1BR 1-person Clintonville Apt, (5-day min rental)",7785489,Nancy,,Near North/University,40.01888,-83.00052,Entire home/apt,60,5,33,2022-10-31,0.42,3,197,3,2019-1274
12972937,Historic German Village Apartment,63926278,Brittany,,Near South,39.94861,-82.99635,Entire home/apt,249,2,67,2022-10-23,0.84,1,365,9,
13045810,Perfect for couples get away or singles traveling,72181837,Greg,,Northland,40.10091,-82.97387,Private room,52,1,232,2022-12-23,3.55,1,351,87,2019-2348
13083807,"OSU #3, Great Place!",39662644,Paul,,Near North/University,40.00456,-82.99684,Private room,27,30,0,,,10,245,0,
13089173,Eastwood Heights Lounge,33524881,Keith,,Near East,39.96864,-82.96408,Private room,37,5,94,2022-12-13,1.18,3,6,8,2019-1531
13095135,Clintonville Home,32912159,John,,Clintonville,40.02797,-83.02092,Entire home/apt,78,1,533,2022-11-27,6.65,1,1,31,2019-2870
13171999,Eastwood Heights BlueSky Room- Private room,33524881,Keith,,Near East,39.96936,-82.96413,Private room,51,5,41,2022-10-28,0.51,3,86,7,2019-1531
13223833,Welcome! Share my home on Columbus's Westside :),74207205,Katy,,Far West,40.00983,-83.14662,Private room,45,3,89,2022-12-13,1.13,2,335,14,2019-1434
13410261,★2 Bed★Heart of OSU★Mapfre★Laundry★Loft★Walk/Bus★,41002453,Jerry,,Near North/University,40.00939,-82.99704,Private room,45,2,531,2022-12-10,6.66,14,362,44,2019-1831
13446477,★OSU★Mapfre★Laundry★Bus/walk★Renovated★★ Laundry★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,43,2,292,2022-11-27,3.79,14,354,29,2019-1831
13478417,Eastwood Heights New Horizons Room,33524881,Keith,,Near East,39.96875762939453,-82.96405029296875,Private room,38,7,19,2022-12-01,0.46,3,77,10,2019-1531
13672030,Home Away From Home/Private Deck/Yard/Pets Welcome,7114846,Jan,,West Olentangy,40.039116,-83.032127,Entire home/apt,110,2,267,2022-12-05,3.45,1,269,31,2019-2213
13742680,Clintonville Charmer Room 1 (Has Animals),80461847,Cameron,,Near North/University,40.01115,-82.99838,Private room,45,1,131,2022-06-05,1.67,2,0,9,2019-1975
13761608,Private Room and Bathroom.,17476820,Chuan En,,Northland,40.10171,-82.98133,Private room,40,2,206,2022-12-03,2.62,1,73,32,2019-1849
13994248,"Rustic Townhouse by Mapfre, Osu, Short North & Downtown",1395861,Happy To Host,,Near North/University,40.01891,-82.99861,Entire home/apt,173,2,238,2022-12-11,3.10,4,342,33,2019-1508
14042295,Short North Carriage House,483306,Audra & Lacey,,Near North/University,39.98459,-83.00228,Entire home/apt,107,1,742,2022-12-24,9.68,3,174,107,2022-2486
14262378,Cozy Short North Studio Close to OSU,14759634,Leisa,,Near North/University,39.98811,-83.01074,Entire home/apt,54,31,147,2019-11-17,1.89,1,155,0,2019-2921
14347236,Private Room 15 min To Airport !!,87368949,Juliana,,Far East,39.98938,-82.83676,Private room,55,1,375,2022-11-21,6.30,4,217,65,2019-1306
14356430,Cozy bedroom in heart of the city. Monthly welcome,88006238,Robert And Bonnie,,Near East,39.97486,-82.94964,Private room,27,28,47,2021-09-30,0.71,4,117,0,2019-1294
14401125,Lower level Studio Apt in residential home,18169804,Teresa,,Far South,39.90341,-82.98693,Private room,35,30,3,2022-12-19,0.42,1,340,3,
14518623,The Victorian Charmer | Short North Arts District,52174539,Kate & Nat,,Near North/University,39.98317,-83.01092,Entire home/apt,115,30,10,2022-09-15,0.13,27,177,2,
14637285,★Queen Bed★Walk to OSU★Kitchen★Renovated★Bus★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,43,2,332,2022-12-13,4.31,14,361,36,2019-1831
14637360,★Restored★Laundry ★FreeParking★OSU★Bus/Walk★2Bath★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,46,2,353,2022-12-12,4.57,14,355,43,2019-1831
14901086,Sweet little room/calm neighborhood,93547897,Chantal-Marie,,Northland,40.102318,-82.979515,Private room,40,3,195,2022-12-08,2.91,3,4,11,2021-3024
14928551,"Iuka II, 4BR 2.5B, Parking, 1600 sqft RoweRentals",27439453,Ingrid & Mike,,Near North/University,40.00689,-82.99896,Entire home/apt,86,1,196,2022-12-24,2.61,12,163,34,2019-1706
14949691,Beautiful spacious suite with gym.,42144583,Jason,,Near North/University,39.98391,-82.99771,Private room,70,1,172,2022-12-17,2.26,1,364,53,2019-1284
15005616,Spacious 1 Bedroom Apartment Near OSU and Downtown,94666498,Corey,,Near North/University,39.99795,-82.99956,Entire home/apt,70,1,68,2021-10-24,0.90,1,0,0,2019-2491
15008883,Unique Short North 4 BR 2.5 B 2100sqft RoweRentals,27439453,Ingrid & Mike,,Near North/University,39.97937,-83.00123,Entire home/apt,116,1,266,2022-12-11,3.49,12,153,42,2021-3073
15017759,"Sweet Suite in Historic Woodland Park, downtown",28929522,Annette And TJ,,Near East,39.96978,-82.95881,Entire home/apt,112,6,44,2022-12-15,0.58,1,193,3,2019-2049
15174767,Charming 1 Bedroom/Studio w/ Parking,26740496,Samantha,,Clintonville,40.07579,-83.0174,Entire home/apt,66,1,110,2022-12-05,9.54,1,180,110,
15301272,German Village Gem!,97433871,Michael,,Near South,39.95035,-82.98907,Entire home/apt,115,1,11,2021-07-31,0.57,1,0,0,2021-1054
15393760,"Private clean, quite room and bath in a safe area.",98453972,Johnny & Lisa,,Far North,40.11753,-82.97726,Private room,41,3,46,2021-08-07,0.65,1,300,0,
15478932,Converted Historic Railroad House,92809656,Anthony,,Near South,39.93438,-82.99214,Entire home/apt,90,1,228,2022-12-18,3.03,1,267,43,2019-2922
15500362,Relaxing Extended Stay Space,29129391,Jason,,Near East,39.97323,-82.9573,Private room,99,1,78,2022-11-27,1.04,2,364,11,2019-1818
15552200,Short North Apartment just steps from ~EVERYTHING!,4418841,Anton,,Near North/University,39.98652,-83.00743,Entire home/apt,87,30,131,2022-10-16,1.75,3,205,5,2019-1892
15883347,"Safe, Roomy, Dog Friendly Studio w/ salt spa visit",877959,Elizabeth,,Clintonville,40.03789,-83.01618,Entire home/apt,65,2,90,2020-03-15,1.21,1,68,0,2019-1297
15929897,Guest Suite @ OSU & Short North Arts District,52174539,Kate & Nat,,Near North/University,39.98939,-83.01006,Entire home/apt,52,2,458,2022-11-28,6.36,27,177,30,2021-3229
15966488,Sleeping in the City,103700433,Erin,,Downtown,39.95796,-82.99396,Entire home/apt,100,1,240,2022-11-13,3.27,3,81,22,2019-2195
16037230,Home great for relaxing,104357124,David,,Northeast,40.02934,-82.9327,Entire home/apt,257,1,9,2022-11-27,2.08,1,144,9,
16154072,Olde Towne East Historical Home,105433925,Fitumi,,Near East,39.95516,-82.96894,Entire home/apt,258,2,60,2022-12-03,1.30,13,277,32,2021-2620
16299456,A Zen Art Oasis - Private Guest Room,32264522,SueB,,Near North/University,39.98234,-83.01168,Private room,125,2,53,2020-08-09,0.72,1,0,0,2019-1872
16323611,Chic Studio in Historic Building by German Village,106558116,Natalia,,Near South,39.94374,-82.98396,Entire home/apt,89,1,225,2022-11-17,3.08,1,5,13,
16428317,Modern Decor-Comfy-Easy Check-In-FreeParking,105603962,Kim,,Near East,39.9712787,-82.95757019999999,Entire home/apt,100,1,2,2022-12-25,2,1,254,2,
16517236,Canal Winchester! Safe and clean!!,14439218,Liz,,Southeast,39.86121,-82.81356,Entire home/apt,70,1,104,2022-12-04,1.54,1,215,18,
16534298,Conveniently located 1-bed apartment,107079813,Andrew,,Far Northwest,40.09172,-83.06769,Entire home/apt,105,2,164,2022-12-11,2.26,1,364,27,
16553536,Taste the REIGNbow,16184897,Toya,,South Linden,40.00724,-82.97547,Entire home/apt,85,1,52,2021-09-17,0.71,5,180,0,2019-2083
16754197,The Gallery (Short North/OSU/Downtown),39185455,Deanna,,Near North/University,39.98846,-83.0073,Entire home/apt,87,1,446,2022-11-14,6.49,1,329,91,2019-1326
17071735,3rd Floor Suite in Historic Home on Goodale Park,114502307,Jeff,,Near North/University,39.97792,-83.00915,Entire home/apt,149,2,166,2022-11-27,2.34,2,173,28,2021-2875
17265759,Loft Carriage House—Short North/Convention Center,116400313,Nate,,Near North/University,39.97668,-83.0067,Entire home/apt,215,2,113,2022-10-29,1.60,26,175,19,2021-2797
17365804,"Urban II, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98822,-83.00088,Entire home/apt,79,1,356,2022-12-09,5.01,12,129,71,2021-3066
17455574,German Village -  Beakerloo Apt B,42309439,Lucy & Brent,,Near South,39.94368,-82.99245,Entire home/apt,92,2,228,2022-12-04,3.22,3,324,44,2019-1430
17791756,Short North 4 Bedroom House,28695156,Miles,,Near North/University,39.97913,-83.00109,Entire home/apt,191,1,89,2022-10-02,1.30,3,334,10,2019-1840
18535724,Private queen bedroom 2 - N. Campus,2350409,Edward,,Near North/University,40.01063,-83.00838,Private room,32,7,30,2022-11-28,0.44,3,328,13,2019-1344
18631993,Short North Studio Apt. w/Off-street Parking,71666929,August,,Near North/University,39.9831,-83.00663,Entire home/apt,82,7,393,2022-11-19,6.20,3,361,9,2019-1961
18735741,City Vibe (Short North/Victorian Village),51970180,Eric,,Near North/University,39.97709,-83.00892,Private room,91,2,252,2022-12-04,3.72,1,168,54,2019-0789
18754945,Grandview Post-War Charmer,106768476,Tom And Sara,,West Olentangy,39.99031,-83.03687,Entire home/apt,126,2,255,2022-11-21,3.73,1,115,45,2019-1244
18768075,"Modern Ranch, WiFi, Garage, 55""TV, Roku, Huge Yard",33532441,Alex,,Eastmoor/Walnut Ridge,39.93966,-82.91436,Entire home/apt,129,2,145,2022-12-04,2.12,4,359,16,2019-1737
18893274,Ramona's Hideaway,114371691,Tim,,Near East,39.96068,-82.98104,Entire home/apt,159,1,184,2021-11-21,2.76,1,126,0,2019-1285
18930516,Goodale Park Carriage House - heart of Short North,114502307,Jeff,,Near North/University,39.978,-83.00951,Entire home/apt,139,1,409,2022-12-20,6.08,2,323,69,2021-2876
19052130,Clintonville Spacious Basement w/ Private Entrance,132987777,Cory,,Clintonville,40.03501,-83.01691,Private room,83,1,173,2022-12-18,2.55,1,84,19,2019-1262
19182076,Carriage House on Wall Street,134168758,Lainie,,Near South,39.94123,-82.99742,Entire home/apt,165,2,174,2022-11-27,2.60,8,348,32,2019-1278
19183032,Triple Private Room at the Hostel,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,103,1,19,2022-08-17,0.30,8,196,3,2019-1314
19183954,Family Room at the Hostel,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,157,1,15,2022-04-05,0.23,8,197,1,2019-1314
19291780,King bedroom suite-Airport /Easton,80058118,Vickie,,Northeast,40.03508,-82.92644,Private room,85,1,14,2018-07-25,0.21,1,180,0,
19328258,Clintonville Charmer Room 2 (Has Animals),80461847,Cameron,,Near North/University,40.01132,-82.99985,Private room,45,1,78,2022-06-19,1.18,2,0,14,2019-1975
19348897,Entire Olde Town East Condo,74068166,Dr. Leslie,,Near East,39.96907,-82.97191,Entire home/apt,87,1,255,2022-12-10,3.81,1,89,50,2019-2292
19469926,Short North/Central Italian Village Home,35241426,Kevin,,Near North/University,39.98076,-83.00018,Entire home/apt,450,1,130,2022-11-27,2.00,1,253,24,2019-1494
19700416,Peaceful room/calm neighborhood,93547897,Chantal-Marie,,Northland,40.10267,-82.98094,Private room,40,3,94,2022-12-23,1.44,3,0,11,2021-3024
19768209,Almost Bexley Near Airport Cozy Guest Room,25476736,Sara,,Eastmoor/Walnut Ridge,39.9645,-82.92331,Private room,64,1,12,2022-07-24,0.75,3,61,6,
19811151,"Lovely  2 BR  by bike path, 2 miles to OSU",34871997,Kathy,,Clintonville,40.02318,-83.01869,Entire home/apt,95,2,112,2021-01-31,1.74,1,0,0,2019-1523
19840029,Historic Studio Loft - Primo Location,31798233,Sam,,Near North/University,39.97467,-83.00347,Entire home/apt,96,2,322,2022-12-04,5.01,5,154,53,2021-3250
19859814,Studio with a View,103700433,Erin,,Downtown,39.95784,-82.99409,Entire home/apt,100,1,302,2022-11-27,4.68,3,81,50,2019-2197
19923750,Bedroom with private bath. Monthly welcomed.,88006238,Robert And Bonnie,,Near East,39.97405,-82.94968,Private room,27,5,63,2022-11-19,0.96,4,166,5,2019-1294
19961055,"Beautiful, spacious home, walking distance to OSU",72162010,Matthew,,Near North/University,40.01374,-83.00944,Entire home/apt,321,2,34,2022-11-13,0.53,1,254,10,2021-2473
20015830,Comforts of Home -Instant book monthly welcomed.,88006238,Robert And Bonnie,,Near East,39.9759,-82.94909,Private room,30,25,95,2022-12-01,1.44,4,72,8,2019-1294
20047598,Beechwold Bungalow - Clean & Conveniently Located,142420946,Steve,,Clintonville,40.05431,-83.0153,Entire home/apt,116,2,29,2022-12-11,4.78,1,169,29,2022-1842
20065692,Charming Olde Towne East Private Bedroom-Bathroom,19810384,Anthony,,Near East,39.9618,-82.95607,Private room,42,1,252,2020-03-09,3.82,1,34,0,2019-1927
20132677,"Charming Renovated Duplex, Minutes from Downtown",35045902,Kelly & Eric,,Near South,39.93006,-82.98397,Entire home/apt,172,3,228,2022-06-12,3.52,1,0,11,2021-2929
20469877,"Iuka I, 4BR, 2.5B, Parking, 1600 sqft RoweRentals",27439453,Ingrid & Mike,,Near North/University,40.00633,-82.99825,Entire home/apt,78,1,179,2022-12-11,2.77,12,112,40,2021-3070
20620942,Clean & Tranquil Home Away From Home,35426465,Karen,,Clintonville,40.03309,-83.02207,Entire home/apt,225,1,144,2022-12-11,2.41,3,186,29,2022-1141
20694473,Short North/Italian Village Townhome,90791703,Jim,,Near North/University,39.98013,-82.99965,Entire home/apt,181,1,233,2022-12-04,3.62,1,122,43,2019-2113
20754302,Art at 185 German Village,22063803,Marty,,Near South,39.94573,-82.99216,Entire home/apt,81,1,479,2022-12-18,7.45,1,288,127,2019-2013
20793472,German Village - Beakerloo Apt A,42309439,Lucy & Brent,,Near South,39.94445,-82.993,Entire home/apt,92,2,156,2022-12-05,2.46,3,294,27,2019-1429
20843784,Great Space for Long Term Guest,29129391,Jason,,Near East,39.97286,-82.95772,Private room,58,1,10,2022-08-02,0.17,2,142,3,2019-1818
20862582,HistoricTownhome In the Heart of the Short North,149748979,David,,Near North/University,39.97951126098633,-83.0019760131836,Entire home/apt,284,1,99,2022-11-28,1.55,1,106,31,2022-1046
20871689,Short North 4BR 2 Bath FREE PARKING + WiFi,10210173,Justin,,Near North/University,39.98072,-83.01231,Entire home/apt,118,3,169,2022-12-08,2.68,1,264,33,2019-2726
21028916,Sophia's Sunny Place Columbus Ohio,151456682,Sophia,,West Olentangy,40.01837,-83.04442,Entire home/apt,214,2,148,2022-11-27,2.34,1,356,38,2019-1993
21071138,Huge Downtown Apartment with Free Parking,22992627,Joseph,,Downtown,39.95556,-82.99958,Entire home/apt,106,5,136,2022-10-29,2.14,2,59,30,2019-2160
21121147,Urban Brownstone where OSU meets the Short North,11478396,Richard,,Near North/University,39.98857,-83.00744,Entire home/apt,97,2,98,2022-12-06,1.55,1,108,19,2019-2321
21142497,The High Street Hideaway,66971595,Laura,,Near North/University,39.97377,-83.00442,Entire home/apt,75,28,374,2022-08-07,5.86,1,116,13,2019-1808
21176622,Cozy Apartment in the Heart of Grandview / OSU,4418841,Anton,,West Olentangy,39.99567,-83.03693,Entire home/apt,95,30,67,2022-12-16,1.06,3,234,5,2019-1893
21186596,Luxury three story apartment in SHORT NORTH,152060241,Milana,,Near North/University,39.97924,-83.00278,Entire home/apt,264,1,90,2022-11-27,1.42,1,171,10,2020-1295
21475354,Newly Renovated Space,17314325,Terry,,Near South,39.93022,-82.99729,Private room,45,30,32,2019-11-09,0.51,1,180,0,
21477953,Comfy & Cozy 1 Bedroom,155992052,Rob & Demi,,Northland,40.07634,-82.97112,Private room,49,2,168,2022-11-17,3.32,2,179,19,2019-1889
21526768,short north harrison haus,11930197,Scott,,Near North/University,39.98181,-83.01309,Entire home/apt,305,1,314,2022-12-05,5.00,1,264,44,2021-2387
21603745,"Family friendly, clean, restful stay",114325185,Collin,,Far South,39.88574,-82.98938,Private room,38,14,10,2020-04-03,0.19,1,85,0,2019-2291
21712505,Micro Studio Chic,103700433,Erin,,Downtown,39.95833,-82.99418,Entire home/apt,100,1,170,2022-11-27,2.74,3,80,31,2019-2197
